lgbm,xgb,catboost,blend,target,pred_variance
0.08954433940094002,0.20398426055908203,0.8192527392446209,0.37092711306821435,1,0.10268068280234717
0.24809790353155606,0.7527847290039062,0.20948981223152283,0.40345748158899497,0,0.06126319367887792
0.07351010060253309,0.561768114566803,0.04474451761516829,0.22667424426150146,1,0.05628186075219361
0.5662987739434123,0.09135497361421585,0.6174000061099573,0.42501791788919513,1,0.056100702845947155
0.25607119991959587,0.8178141713142395,0.6622545753562367,0.578713315530024,1,0.05608209869855595
0.23596069473559542,0.7922419309616089,0.3831266620094871,0.47044309590223043,1,0.055386882110063214
0.0860928699768341,0.5804682374000549,0.08441390359847831,0.2503250036584558,1,0.05449774721403003
0.533975535525598,0.1454223394393921,0.6873131836954528,0.45557035288681424,0,0.05201463418040155
0.2142984722953361,0.06591571867465973,0.6004076487248743,0.2935406132316234,0,0.05075326233155045
0.13709062439099678,0.6327144503593445,0.17967381919774306,0.31649296464936144,0,0.05030023542563939
0.14476033102207678,0.050784897059202194,0.5617130351461159,0.2524194210757983,0,0.04930316688375772
0.3217103300358204,0.12738947570323944,0.6622126702005487,0.3704374919798695,0,0.04885980971761192
0.3666996010789619,0.11106176674365997,0.6474833630738847,0.37508157696550215,0,0.047993150261459026
0.11271161569434522,0.6032844185829163,0.17584455533840418,0.2972801965385552,1,0.047483586632504036
0.39556027393892373,0.7713613510131836,0.2581442922183154,0.47502197239014093,0,0.04705570566671862
0.16061689344464908,0.6048914194107056,0.14557793465583013,0.3036954158370616,1,0.04539721133127591
0.6539141367930301,0.20166435837745667,0.6477615548821282,0.5011133500175383,0,0.04484115834115924
0.43451000047581856,0.13828414678573608,0.6360118540823916,0.4029353337813154,0,0.04178729155689868
0.34194906090110716,0.2769913375377655,0.7378880429015653,0.4522761471134793,0,0.041490328478590306
0.6114895699758421,0.22722414135932922,0.6837376527247967,0.5074837880199894,0,0.040142699016662335
0.1821342691152228,0.038386210799217224,0.5144047610163869,0.24497508031027562,0,0.03974009380096882
0.43815582569021894,0.19993087649345398,0.6828076148588045,0.44029810568082584,0,0.038863952090838934
0.4713973918216616,0.1539471447467804,0.6257191100272771,0.4170212155319064,0,0.03857318214471764
0.11680693200988816,0.5288922190666199,0.11658747232941033,0.2540955411353061,1,0.03775661512813498
0.09672918868883648,0.013067340478301048,0.46040617751557555,0.1900675688942377,0,0.03770803246332755
0.26511138523393757,0.34677791595458984,0.7102803444910799,0.4407232152265358,1,0.037442093341995615
0.5417985095832318,0.5036513209342957,0.9307406708552749,0.6587301671242675,1,0.037237391736967794
0.20106205842788435,0.5979565382003784,0.17889326066145905,0.32597061909657393,1,0.03707007936110541
0.18608096062960544,0.6157088875770569,0.5610070445442181,0.45426563091696015,1,0.03646022396043347
0.28712268925425877,0.16553862392902374,0.6174516831927812,0.3567043321253546,1,0.03645837136784175
0.20560829831654248,0.591722309589386,0.6240482627439986,0.473792956883309,1,0.03613566675317894
0.2648141337702547,0.7289074659347534,0.5263907373957042,0.506704112366904,1,0.03609088509577025
0.3544681144600181,0.17768758535385132,0.6357004150205944,0.3892853716114879,1,0.035568746054331954
0.6674742074395723,0.2761867046356201,0.683920691811689,0.5425272012956271,1,0.035513711221916655
0.1795086163134111,0.5834333896636963,0.18850695374944396,0.3171496532421838,1,0.035467009154069556
0.2309282159138755,0.6288877725601196,0.2304740965150274,0.3634300283296742,1,0.035233941356696365
0.06494513023197532,0.4508316218852997,0.042289637962580756,0.18602213002661858,0,0.03514757871088788
0.5782640621003111,0.14445790648460388,0.2430387854294087,0.32192025133810787,0,0.03447577294029917
0.19279377712091367,0.05290370061993599,0.4918524309248898,0.24584996955524646,0,0.03352014441720299
0.25493656801801834,0.6298368573188782,0.6543523330784005,0.5130419194717657,0,0.033409354316483834
0.29564442725693824,0.6921120285987854,0.31556291844733,0.4344397914343512,0,0.033263615284545835
0.39430241185720344,0.11067742854356766,0.5492670130369472,0.3514156178125728,1,0.03297977582272584
0.5065624633280531,0.12903666496276855,0.11578556063857243,0.2504615629764647,1,0.03282310087474889
0.33601076086299525,0.6517661213874817,0.22821895329262215,0.40533194518103305,1,0.032301413897823546
0.02411203350307683,0.41015732288360596,0.04169573567486233,0.1586550306871817,0,0.0316782325870388
0.26491847367249205,0.6295343637466431,0.24292091017107503,0.37912458253007003,1,0.0314331780644658
0.30625524982867364,0.6638764142990112,0.27391733564647375,0.4146829999247196,0,0.03122296899936794
0.24417154113938466,0.045626260340213776,0.4744607595032603,0.2547528536609529,0,0.030705820032743036
0.4443649304999861,0.12524354457855225,0.5320155893839079,0.3672080214874821,0,0.03055384371003696
0.07530318169773198,0.03231032192707062,0.4224045885019617,0.1766726973755881,0,0.030500145490148595
0.7117256638747799,0.3439737856388092,0.3421206587893476,0.4659400361009789,1,0.030205859756600756
0.5743240500940121,0.5196564793586731,0.9123804895031762,0.6687870063186204,0,0.030166983073342767
0.3836484422571107,0.044753652065992355,0.43666294472613204,0.2883550130164117,0,0.03013923444045456
0.6900804102143443,0.2709086835384369,0.5397728183679474,0.5002539707069096,1,0.030065025734305098
0.4595506906853643,0.1538204550743103,0.5612358079910492,0.39153565125024126,0,0.029977567760059155
0.5706377196895066,0.1494348645210266,0.4026183056941284,0.3742302966348872,1,0.029971580396187036
0.3676545001611628,0.7632420659065247,0.4341734100350644,0.5216899920342506,0,0.029911163091133643
0.4158677374923471,0.17045871913433075,0.5908870741458597,0.39240451025751255,1,0.029735261799086782
0.28598194265462307,0.6905801892280579,0.3872090808604902,0.45459040424772373,0,0.02955341155909046
0.5495521364905248,0.19652342796325684,0.5716598415366272,0.4392451353301363,1,0.029538372050614103
0.17962647943061008,0.5627421140670776,0.22212241273061153,0.32149700207609977,1,0.029400586087609426
0.5862202088639082,0.3502137064933777,0.768784820126239,0.5684062451611751,1,0.02935896484604344
0.23871604981781677,0.6151451468467712,0.2675682594368276,0.37380981870047186,1,0.029260111972390885
0.49528778796488165,0.8835482001304626,0.5571307187976982,0.6453222356310142,1,0.02901322976317833
0.4345886008170384,0.10558129847049713,0.4919185808728026,0.34402949338677935,1,0.028976558598282385
0.4488644082248603,0.16967783868312836,0.5768888804232181,0.3984770424437356,0,0.028906248734355277
0.16800168817935096,0.5450943112373352,0.20573237023118585,0.3062761232159573,0,0.028754330859589877
0.4677303780413967,0.3284575641155243,0.7365609409054613,0.5109162943541274,0,0.028690572708443312
0.5826890715100501,0.3689418435096741,0.7820727782157463,0.5779012310784901,1,0.028457656576517856
0.573138450448815,0.17573226988315582,0.47246835001633053,0.4071130234494338,0,0.028457604747297072
0.4360650571539314,0.08222373574972153,0.4427145865957872,0.3203344598331467,0,0.02835572783539954
0.32460076385809034,0.12019073963165283,0.5319505907069064,0.3255806980655499,0,0.028258175961777977
0.5130979625805187,0.8414855599403381,0.4627866434897418,0.6057900553368661,1,0.02819805691658496
0.45918368754834415,0.23936016857624054,0.6499370570745491,0.4494936377330446,0,0.028142512094203573
0.4123338280374465,0.8226082921028137,0.6256156860352822,0.6201859353918474,1,0.028068930406712322
0.34798688310746373,0.059395767748355865,0.4529744075743005,0.28678568614337335,1,0.02769015087612547
0.044642558798288254,0.3983336091041565,0.04659389658054073,0.16319002149432849,1,0.02764688801686717
0.5174907484031065,0.1666477620601654,0.5208990527914412,0.4016791877515711,1,0.027621821621067955
0.5022601052468318,0.15779206156730652,0.5164198407275974,0.3921573358472452,1,0.02749695724563633
0.35690172093793526,0.3089519739151001,0.6822181801765992,0.44935729167654487,1,0.027495293069776352
0.30510520847376127,0.052595220506191254,0.4534805202215182,0.27039364973382357,0,0.027387283409719326
0.2501592581292203,0.6091117858886719,0.26725743219181847,0.3755094920699036,0,0.027333740431407568
0.47570455875003126,0.5181489586830139,0.8455619434128363,0.6131384869486272,0,0.02731058607166356
0.48109910188776805,0.11264874786138535,0.4418905385064082,0.3452127960851872,1,0.027299236836859767
0.44568934229423557,0.20114101469516754,0.6021437832400622,0.4163247134098218,0,0.02723167744487141
0.45497980352073686,0.0851454809308052,0.4098805139517277,0.3166685994677566,0,0.02714046819514251
0.3423266129660146,0.684819757938385,0.3288582700675498,0.4520015469906498,1,0.027132392384523835
0.19413467300924492,0.568189263343811,0.25124048246827574,0.33785480627377723,1,0.02707049330253548
0.23054711696682292,0.526882529258728,0.6132162545505092,0.45688196692535343,0,0.026855984173334707
0.21243701673825005,0.1380249410867691,0.5168285368463476,0.28909683155712224,0,0.026853724297429576
0.20328523468602278,0.5628479719161987,0.23323024422493027,0.33312115027571726,1,0.026536656889899674
0.45859155845181665,0.1279917061328888,0.4854560607319594,0.35734644177222163,1,0.026422080960554085
0.2361567209997583,0.563366174697876,0.2033013646139835,0.3342747534372059,0,0.026421352054822943
0.49869839555251966,0.12040818482637405,0.4162051719609074,0.3451039174466004,0,0.02637827478529274
0.4049806831091896,0.1846773475408554,0.5815611111757867,0.39040638060861055,0,0.02635899211952719
